drg_definition,year,ttl_discharges,yoy_discharges,medicare_payment_ratio,medicare_segment,avg_hospital_charged,yoy_hos_charged,avg_patient_paid,yoy_patient_paid,avg_medicare_covered,yoy_medicare_covered
091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,2015,6719,21.24,0.85,High Medicare Dependency,50969.38,6.73,12658.71,-1.51,10702.8,-0.41
742 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,2014,1681,,0.78,Moderate Medicare Dependency,52596.37,,13976.3,,10874.9,
742 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,2015,1520,-9.58,0.81,High Medicare Dependency,56327.91,7.09,13968.96,-0.05,11340.57,4.28
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,2014,2225,,0.76,Moderate Medicare Dependency,50600.95,,13974.68,,10653.88,
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,2015,2110,-5.17,0.77,Moderate Medicare Dependency,55010.95,8.72,14568.27,4.25,11181.25,4.95
486 - KNEE PROCEDURES W PDX OF INFECTION W CC,2014,152,,0.84,High Medicare Dependency,76427.48,,17667.33,,14921.88,
486 - KNEE PROCEDURES W PDX OF INFECTION W CC,2015,68,-55.26,0.77,Moderate Medicare Dependency,69742.24,-8.75,18427.71,4.3,14118.38,-5.38
495 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC,2014,11,,0.86,High Medicare Dependency,125635.0,,29745.0,,25549.0,
700 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,2014,703,,0.75,Moderate Medicare Dependency,27124.25,,7254.15,,5404.38,
700 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,2015,592,-15.79,0.71,Moderate Medicare Dependency,30464.71,12.32,7165.19,-1.23,5061.55,-6.34
736 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,2015,23,,0.57,Moderate Medicare Dependency,129650.61,,40932.0,,23351.61,
034 - CAROTID ARTERY STENT PROCEDURE W MCC,2014,13,,0.86,High Medicare Dependency,100647.0,,37494.0,,32102.0,
034 - CAROTID ARTERY STENT PROCEDURE W MCC,2015,16,23.08,0.97,High Medicare Dependency,197207.0,95.94,42141.0,12.39,40866.0,27.3
203 - BRONCHITIS & ASTHMA W/O CC/MCC,2011,16577,,0.73,Moderate Medicare Dependency,17131.76,,4455.96,,3233.97,
203 - BRONCHITIS & ASTHMA W/O CC/MCC,2014,6539,-60.55,0.73,Moderate Medicare Dependency,21428.73,25.08,5543.24,24.4,4065.31,25.71
203 - BRONCHITIS & ASTHMA W/O CC/MCC,2015,6634,1.45,0.72,Moderate Medicare Dependency,22236.88,3.77,5438.18,-1.9,3903.93,-3.97
230 - OTHER CARDIOTHORACIC PROCEDURES W/O CC/MCC,2014,30,,0.87,High Medicare Dependency,200639.17,,28361.8,,24773.87,
230 - OTHER CARDIOTHORACIC PROCEDURES W/O CC/MCC,2015,83,176.67,0.92,High Medicare Dependency,147658.2,-26.41,28260.89,-0.36,26000.78,4.95
379 - G.I. HEMORRHAGE W/O CC/MCC,2011,33393,,0.78,Moderate Medicare Dependency,18974.57,,5030.73,,3927.56,
379 - G.I. HEMORRHAGE W/O CC/MCC,2012,27592,-17.37,0.78,Moderate Medicare Dependency,20208.52,6.5,5073.52,0.85,3941.8,0.36
379 - G.I. HEMORRHAGE W/O CC/MCC,2013,23790,-13.78,0.74,Moderate Medicare Dependency,21056.99,4.2,5157.3,1.65,3816.61,-3.18
379 - G.I. HEMORRHAGE W/O CC/MCC,2014,20148,-15.31,0.75,Moderate Medicare Dependency,21837.12,3.7,5553.59,7.68,4187.56,9.72
379 - G.I. HEMORRHAGE W/O CC/MCC,2015,17824,-11.53,0.74,Moderate Medicare Dependency,22161.27,1.48,5373.22,-3.25,3980.72,-4.94
947 - SIGNS & SYMPTOMS W MCC,2014,4832,,0.84,High Medicare Dependency,35713.54,,10042.35,,8440.2,
947 - SIGNS & SYMPTOMS W MCC,2015,4950,2.44,0.82,High Medicare Dependency,37413.1,4.76,9701.0,-3.4,7963.01,-5.65
037 - EXTRACRANIAL PROCEDURES W MCC,2014,556,,0.87,High Medicare Dependency,88436.17,,23272.5,,20134.82,
037 - EXTRACRANIAL PROCEDURES W MCC,2015,576,3.6,0.89,High Medicare Dependency,99226.94,12.2,23893.71,2.67,21359.62,6.08
060 - MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,2014,438,,0.69,Moderate Medicare Dependency,32672.22,,9007.93,,6213.17,
060 - MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,2015,345,-21.23,0.65,Moderate Medicare Dependency,32210.07,-1.41,8597.77,-4.55,5595.46,-9.94
223 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,2014,73,,0.79,Moderate Medicare Dependency,200598.56,,59997.77,,47647.64,
223 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,2015,47,-35.62,0.8,Moderate Medicare Dependency,222216.87,10.78,55600.15,-7.33,44448.96,-6.71
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,2014,2686,,0.9,High Medicare Dependency,66449.84,,18645.68,,16744.15,
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,2015,2265,-15.67,0.88,High Medicare Dependency,73263.12,10.25,19590.2,5.07,17313.56,3.4
303 - ATHEROSCLEROSIS W/O MCC,2011,30184,,0.78,Moderate Medicare Dependency,16473.45,,4152.49,,3223.46,
303 - ATHEROSCLEROSIS W/O MCC,2012,23961,-20.62,0.77,Moderate Medicare Dependency,18165.73,10.27,4155.74,0.08,3206.28,-0.53
303 - ATHEROSCLEROSIS W/O MCC,2013,16689,-30.35,0.74,Moderate Medicare Dependency,19585.52,7.82,4356.81,4.84,3203.8,-0.08
303 - ATHEROSCLEROSIS W/O MCC,2014,10456,-37.35,0.77,Moderate Medicare Dependency,21420.64,9.37,5149.65,18.2,3948.7,23.25
303 - ATHEROSCLEROSIS W/O MCC,2015,7924,-24.22,0.76,Moderate Medicare Dependency,22229.2,3.77,5122.01,-0.54,3895.35,-1.35
313 - CHEST PAIN,2011,131079,,0.74,Moderate Medicare Dependency,16927.67,,4014.82,,2983.88,
313 - CHEST PAIN,2012,102497,-21.81,0.74,Moderate Medicare Dependency,18676.5,10.33,4012.14,-0.07,2959.82,-0.81
313 - CHEST PAIN,2013,77486,-24.4,0.71,Moderate Medicare Dependency,20149.1,7.88,4282.42,6.74,3041.04,2.74
313 - CHEST PAIN,2014,64624,-16.6,0.76,Moderate Medicare Dependency,22967.35,13.99,5206.3,21.57,3955.29,30.06
313 - CHEST PAIN,2015,57559,-10.93,0.76,Moderate Medicare Dependency,24358.08,6.06,5145.74,-1.16,3893.26,-1.57
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,2011,51079,,0.91,High Medicare Dependency,49438.3,,13909.49,,12590.09,
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,2012,47885,-6.25,0.91,High Medicare Dependency,51579.36,4.33,14260.72,2.53,12927.61,2.68
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,2013,43444,-9.27,0.87,High Medicare Dependency,54777.01,6.2,14791.28,3.72,12813.2,-0.89
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,2014,41831,-3.71,0.87,High Medicare Dependency,57481.43,4.94,15125.76,2.26,13114.05,2.35
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,2015,41068,-1.82,0.86,High Medicare Dependency,60561.6,5.36,15226.28,0.66,13168.26,0.41
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,2014,1070,,0.78,Moderate Medicare Dependency,48327.69,,13277.29,,10395.13,
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,2015,803,-24.95,0.74,Moderate Medicare Dependency,53259.38,10.2,13403.28,0.95,9902.41,-4.74
693 - URINARY STONES W/O ESW LITHOTRIPSY W MCC,2014,11,,0.81,High Medicare Dependency,48144.0,,13301.0,,10743.0,
713 - TRANSURETHRAL PROSTATECTOMY W CC/MCC,2014,722,,0.85,High Medicare Dependency,45550.27,,10900.57,,9244.88,
713 - TRANSURETHRAL PROSTATECTOMY W CC/MCC,2015,521,-27.84,0.82,High Medicare Dependency,61464.87,34.94,11931.34,9.46,9816.22,6.18
865 - VIRAL ILLNESS W MCC,2014,403,,0.79,Moderate Medicare Dependency,52404.33,,16663.79,,13207.07,
865 - VIRAL ILLNESS W MCC,2015,1466,263.77,0.82,High Medicare Dependency,41899.93,-20.04,12956.21,-22.25,10625.86,-19.54
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,2011,79873,,0.77,Moderate Medicare Dependency,18077.54,,4830.26,,3712.31,
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,2012,68709,-13.98,0.76,Moderate Medicare Dependency,18946.62,4.81,4834.07,0.08,3686.19,-0.7
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,2013,66272,-3.55,0.74,Moderate Medicare Dependency,19879.77,4.93,4962.51,2.66,3655.06,-0.84
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,2014,48798,-26.37,0.75,Moderate Medicare Dependency,21030.96,5.79,5300.63,6.81,3953.29,8.16
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,2015,48573,-0.46,0.74,Moderate Medicare Dependency,21457.13,2.03,5237.29,-1.19,3865.29,-2.23
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,2011,28509,,0.91,High Medicare Dependency,30768.3,,8908.06,,8086.07,
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,2012,29300,2.77,0.9,High Medicare Dependency,31492.12,2.35,8961.77,0.6,8105.93,0.25
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,2013,27085,-7.56,0.85,High Medicare Dependency,31773.21,0.89,8835.11,-1.41,7518.42,-7.25
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,2014,24442,-9.76,0.84,High Medicare Dependency,32323.91,1.73,8675.11,-1.81,7329.51,-2.51
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,2015,24721,1.14,0.83,High Medicare Dependency,32320.59,-0.01,8428.45,-2.84,7034.42,-4.03
565 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,2014,144,,0.8,Moderate Medicare Dependency,31184.72,,8610.58,,6874.63,
565 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,2015,179,24.31,0.81,High Medicare Dependency,30269.92,-2.93,9373.73,8.86,7592.92,10.45
040 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,2014,856,,0.82,High Medicare Dependency,131614.36,,34542.77,,28479.56,
040 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,2015,1005,17.41,0.86,High Medicare Dependency,136208.16,3.49,33806.47,-2.13,28965.23,1.71
299 - PERIPHERAL VASCULAR DISORDERS W MCC,2014,10646,,0.86,High Medicare Dependency,42998.58,,11218.5,,9597.62,
299 - PERIPHERAL VASCULAR DISORDERS W MCC,2015,11169,4.91,0.84,High Medicare Dependency,44413.76,3.29,11399.48,1.61,9581.37,-0.17
547 - CONNECTIVE TISSUE DISORDERS W/O CC/MCC,2014,62,,0.69,Moderate Medicare Dependency,32368.19,,9666.94,,6701.02,
547 - CONNECTIVE TISSUE DISORDERS W/O CC/MCC,2015,43,-30.65,0.81,High Medicare Dependency,32880.05,1.58,8296.37,-14.18,6754.74,0.8
654 - MAJOR BLADDER PROCEDURES W CC,2014,1523,,0.81,High Medicare Dependency,106577.88,,27320.66,,22237.07,
654 - MAJOR BLADDER PROCEDURES W CC,2015,1475,-3.15,0.8,Moderate Medicare Dependency,113915.59,6.88,27437.11,0.43,21936.61,-1.35
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,2014,541,,0.84,High Medicare Dependency,26086.41,,10293.25,,8631.94,
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,2015,473,-12.57,0.86,High Medicare Dependency,27178.58,4.19,11599.44,12.69,9983.74,15.66
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,2011,39482,,0.94,High Medicare Dependency,141995.08,,41267.56,,38666.85,
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,2012,42769,8.33,0.93,High Medicare Dependency,147697.33,4.02,41767.36,1.21,39032.29,0.95
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,2013,47717,11.57,0.91,High Medicare Dependency,149849.79,1.46,41489.5,-0.67,37810.14,-3.13
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,2014,54698,14.63,0.91,High Medicare Dependency,152984.29,2.09,39797.96,-4.08,36070.7,-4.6
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,2015,62551,14.36,0.9,High Medicare Dependency,156668.33,2.41,38780.52,-2.56,34908.1,-3.22
038 - EXTRACRANIAL PROCEDURES W CC,2014,6740,,0.84,High Medicare Dependency,47252.09,,11257.72,,9478.85,
038 - EXTRACRANIAL PROCEDURES W CC,2015,6447,-4.35,0.84,High Medicare Dependency,50299.41,6.45,11191.07,-0.59,9395.68,-0.88
"147 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC",2015,11,,0.86,High Medicare Dependency,37773.0,,8566.0,,7409.0,
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,2011,68080,,0.92,High Medicare Dependency,62710.19,,16407.97,,15081.8,
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,2012,65104,-4.37,0.92,High Medicare Dependency,65777.13,4.89,16678.56,1.65,15344.38,1.74
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,2013,66500,2.14,0.89,High Medicare Dependency,68565.92,4.24,17152.85,2.84,15319.13,-0.16
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,2014,61816,-7.04,0.89,High Medicare Dependency,71376.87,4.1,16883.82,-1.57,15012.77,-2.0
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,2015,58853,-4.79,0.88,High Medicare Dependency,74030.04,3.72,16791.85,-0.54,14852.24,-1.07
390 - G.I. OBSTRUCTION W/O CC/MCC,2011,31249,,0.73,Moderate Medicare Dependency,17488.89,,4496.17,,3302.99,
390 - G.I. OBSTRUCTION W/O CC/MCC,2012,30226,-3.27,0.73,Moderate Medicare Dependency,18415.42,5.3,4572.7,1.7,3352.39,1.5
390 - G.I. OBSTRUCTION W/O CC/MCC,2013,29649,-1.91,0.69,Moderate Medicare Dependency,19216.45,4.35,4649.66,1.68,3214.5,-4.11
390 - G.I. OBSTRUCTION W/O CC/MCC,2014,27743,-6.43,0.7,Moderate Medicare Dependency,19947.06,3.8,4887.13,5.11,3434.04,6.83
390 - G.I. OBSTRUCTION W/O CC/MCC,2015,26592,-4.15,0.67,Moderate Medicare Dependency,20539.05,2.97,4900.16,0.27,3304.82,-3.76
445 - DISORDERS OF THE BILIARY TRACT W CC,2014,8931,,0.81,High Medicare Dependency,36162.3,,8693.47,,7081.92,
445 - DISORDERS OF THE BILIARY TRACT W CC,2015,9111,2.02,0.81,High Medicare Dependency,36562.42,1.11,8735.91,0.49,7034.81,-0.67
479 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,2014,267,,0.86,High Medicare Dependency,50140.1,,12619.24,,10883.72,
479 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,2015,173,-35.21,0.88,High Medicare Dependency,52730.61,5.17,11311.98,-10.36,9947.1,-8.61
"512 - SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC",2014,159,,0.81,High Medicare Dependency,41127.72,,10746.14,,8739.48,
"512 - SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC",2015,159,0.0,0.74,Moderate Medicare Dependency,49017.77,19.18,10438.7,-2.86,7729.16,-11.56
592 - SKIN ULCERS W MCC,2014,413,,0.87,High Medicare Dependency,45068.21,,12223.63,,10595.05,
592 - SKIN ULCERS W MCC,2015,377,-8.72,0.82,High Medicare Dependency,44089.86,-2.17,11342.02,-7.21,9259.97,-12.6
714 - TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,2014,1422,,0.71,Moderate Medicare Dependency,25866.71,,6540.3,,4666.37,
714 - TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,2015,981,-31.01,0.72,Moderate Medicare Dependency,28151.19,8.83,6810.61,4.13,4917.1,5.37
743 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,2014,4759,,0.75,Moderate Medicare Dependency,34684.82,,8975.53,,6709.91,
743 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,2015,3221,-32.32,0.74,Moderate Medicare Dependency,36544.23,5.36,9001.84,0.29,6650.07,-0.89
883 - DISORDERS OF PERSONALITY & IMPULSE CONTROL,2014,199,,0.8,Moderate Medicare Dependency,38396.8,,10522.44,,8460.36,
883 - DISORDERS OF PERSONALITY & IMPULSE CONTROL,2015,418,110.05,0.87,High Medicare Dependency,27534.44,-28.29,12074.04,14.75,10521.25,24.36
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,2014,1305,,0.82,High Medicare Dependency,204888.5,,60172.75,,49207.3,
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,2015,1567,20.08,0.79,Moderate Medicare Dependency,203032.08,-0.91,57567.42,-4.33,45673.69,-7.18
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,2011,114790,,0.79,Moderate Medicare Dependency,18120.84,,4936.94,,3879.52,
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,2012,95987,-16.38,0.78,Moderate Medicare Dependency,19144.52,5.65,4904.31,-0.66,3825.21,-1.4
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,2013,86871,-9.5,0.74,Moderate Medicare Dependency,20120.42,5.1,5021.9,2.4,3741.2,-2.2
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,2014,64992,-25.19,0.76,Moderate Medicare Dependency,21420.68,6.46,5477.91,9.08,4174.08,11.57
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,2015,59146,-8.99,0.76,Moderate Medicare Dependency,22058.47,2.98,5422.65,-1.01,4101.01,-1.75
235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,2014,5467,,0.89,High Medicare Dependency,173514.07,,43569.23,,38661.08,
235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,2015,6475,18.44,0.88,High Medicare Dependency,175602.09,1.2,42413.37,-2.65,37289.82,-3.55
466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,2014,522,,0.91,High Medicare Dependency,144572.45,,38402.74,,35068.61,
466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,2015,668,27.97,0.88,High Medicare Dependency,150204.5,3.9,39148.33,1.94,34482.16,-1.67
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,2011,22085,,0.9,High Medicare Dependency,42212.76,,12369.46,,11162.38,
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,2012,24713,11.9,0.91,High Medicare Dependency,42538.5,0.77,12354.18,-0.12,11213.67,0.46
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,2013,27021,9.34,0.86,High Medicare Dependency,43955.81,3.33,12482.95,1.04,10685.07,-4.71
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,2014,31311,15.88,0.85,High Medicare Dependency,45234.63,2.91,12438.02,-0.36,10613.63,-0.67
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,2015,38276,22.24,0.85,High Medicare Dependency,46812.14,3.49,12115.46,-2.59,10333.95,-2.64
"741 - UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",2014,727,,0.77,Moderate Medicare Dependency,42940.25,,10185.11,,7853.47,
"741 - UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",2015,607,-16.51,0.79,Moderate Medicare Dependency,46237.72,7.68,10164.59,-0.2,8002.09,1.89
821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,2014,147,,0.77,Moderate Medicare Dependency,89697.96,,23073.01,,17869.52,
821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,2015,75,-48.98,0.81,High Medicare Dependency,84773.95,-5.49,24918.72,8.0,20091.55,12.43
927 - EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV 96+ HRS W SKIN GRAFT,2014,27,,0.98,High Medicare Dependency,483737.52,,114059.7,,112300.07,
101 - SEIZURES W/O MCC,2011,48854,,0.81,High Medicare Dependency,22428.11,,5798.65,,4707.46,
101 - SEIZURES W/O MCC,2012,45972,-5.9,0.81,High Medicare Dependency,23991.48,6.97,5956.98,2.73,4835.42,2.72
101 - SEIZURES W/O MCC,2013,42845,-6.8,0.75,Moderate Medicare Dependency,25173.06,4.92,6104.58,2.48,4608.53,-4.69
101 - SEIZURES W/O MCC,2014,39289,-8.3,0.77,Moderate Medicare Dependency,27559.08,9.48,6762.84,10.78,5202.47,12.89
101 - SEIZURES W/O MCC,2015,37061,-5.67,0.76,Moderate Medicare Dependency,28806.14,4.53,6708.19,-0.81,5074.19,-2.47
"133 - OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",2014,407,,0.81,High Medicare Dependency,71992.84,,20358.76,,16506.11,
"133 - OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",2015,475,16.71,0.8,Moderate Medicare Dependency,70796.72,-1.66,19155.82,-5.91,15404.39,-6.67
149 - DYSEQUILIBRIUM,2011,23427,,0.75,Moderate Medicare Dependency,18903.59,,4665.64,,3504.26,
149 - DYSEQUILIBRIUM,2012,19372,-17.31,0.75,Moderate Medicare Dependency,19930.69,5.43,4697.83,0.69,3510.75,0.19
149 - DYSEQUILIBRIUM,2014,11833,-38.92,0.74,Moderate Medicare Dependency,24413.21,22.49,5358.71,14.07,3943.7,12.33
149 - DYSEQUILIBRIUM,2015,10863,-8.2,0.72,Moderate Medicare Dependency,25516.03,4.52,5311.56,-0.88,3841.43,-2.59
226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,2014,1175,,0.92,High Medicare Dependency,209984.88,,53338.17,,48890.28,
226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,2015,1148,-2.3,0.9,High Medicare Dependency,225742.09,7.5,54362.14,1.92,49186.86,0.61
389 - G.I. OBSTRUCTION W CC,2011,46860,,0.84,High Medicare Dependency,24673.25,,6508.32,,5454.6,
389 - G.I. OBSTRUCTION W CC,2012,47491,1.35,0.83,High Medicare Dependency,25555.94,3.58,6611.02,1.58,5518.17,1.17
389 - G.I. OBSTRUCTION W CC,2013,46839,-1.37,0.79,Moderate Medicare Dependency,26235.63,2.66,6688.25,1.17,5270.39,-4.49
389 - G.I. OBSTRUCTION W CC,2014,46273,-1.21,0.79,Moderate Medicare Dependency,27107.65,3.32,6783.91,1.43,5345.27,1.42
389 - G.I. OBSTRUCTION W CC,2015,46443,0.37,0.78,Moderate Medicare Dependency,27762.68,2.42,6661.33,-1.81,5192.87,-2.85
570 - SKIN DEBRIDEMENT W MCC,2014,199,,0.88,High Medicare Dependency,61300.13,,15465.66,,13670.42,
570 - SKIN DEBRIDEMENT W MCC,2015,173,-13.07,0.79,Moderate Medicare Dependency,80071.67,30.62,21755.57,40.67,17259.18,26.25
093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,2014,2484,,0.74,Moderate Medicare Dependency,25059.63,,6109.71,,4532.19,
093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,2015,2375,-4.39,0.74,Moderate Medicare Dependency,27216.25,8.61,6159.76,0.82,4545.99,0.3
237 - MAJOR CARDIOVASC PROCEDURES W MCC,2014,14469,,0.89,High Medicare Dependency,162869.94,,41601.17,,37153.19,
237 - MAJOR CARDIOVASC PROCEDURES W MCC,2015,14463,-0.04,0.89,High Medicare Dependency,169623.62,4.15,41364.07,-0.57,36806.69,-0.93
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,2011,17948,,0.83,High Medicare Dependency,27012.16,,7424.07,,6166.73,
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,2012,18153,1.14,0.82,High Medicare Dependency,27532.81,1.93,7402.17,-0.29,6047.42,-1.93
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,2013,17540,-3.38,0.77,Moderate Medicare Dependency,28800.29,4.6,7451.81,0.67,5710.89,-5.56
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,2014,18312,4.4,0.77,Moderate Medicare Dependency,28316.68,-1.68,7390.24,-0.83,5716.18,0.09
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,2015,19081,4.2,0.76,Moderate Medicare Dependency,29463.06,4.05,7326.12,-0.87,5599.47,-2.04
696 - KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,2014,2233,,0.79,Moderate Medicare Dependency,21130.18,,5638.52,,4437.63,
696 - KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,2015,2307,3.31,0.78,Moderate Medicare Dependency,21594.7,2.2,5510.81,-2.26,4278.66,-3.58
"003 - ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",2014,11987,,0.89,High Medicare Dependency,542040.34,,144102.23,,127599.19,
233 - CORONARY BYPASS W CARDIAC CATH W MCC,2014,8615,,0.9,High Medicare Dependency,215099.45,,50717.69,,45760.72,
233 - CORONARY BYPASS W CARDIAC CATH W MCC,2015,9000,4.47,0.88,High Medicare Dependency,227203.35,5.63,50942.42,0.44,45066.47,-1.52
501 - SOFT TISSUE PROCEDURES W CC,2014,532,,0.82,High Medicare Dependency,56367.24,,14665.4,,12071.36,
501 - SOFT TISSUE PROCEDURES W CC,2015,547,2.82,0.77,Moderate Medicare Dependency,56615.79,0.44,14637.61,-0.19,11236.69,-6.91
716 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,2015,12,,0.87,High Medicare Dependency,67516.0,,8149.0,,7114.0,
001 - HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC,2014,1495,,0.86,High Medicare Dependency,879879.69,,247991.59,,214241.79,
001 - HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC,2015,1633,9.23,0.85,High Medicare Dependency,957497.06,8.82,258624.65,4.29,220711.03,3.02
197 - INTERSTITIAL LUNG DISEASE W CC,2014,347,,0.78,Moderate Medicare Dependency,33606.03,,10421.46,,8128.72,
